mongo requestN, mongo Time [ns],mongo Failed
712,33999200,false
713,36999500,false
714,36000400,false
715,34999300,false
716,34999300,false
717,32996600,false
718,35999700,false
719,36012400,false
720,37002500,false
721,36000800,false
722,37997800,false
723,36996100,false
724,36000700,false
725,35999000,false
726,35002100,false
727,36994600,false
728,35997700,false
729,36994600,false
730,36998200,false
731,36998200,false
732,35995300,false
733,36010200,false
734,37008600,false
735,37008600,false
736,36010200,false
737,37000500,false
738,36001600,false
739,36006500,false
740,37004500,false
741,36006500,false
742,34996600,false
743,35998700,false
744,34996600,false
745,34996600,false
746,36000400,false
747,38003900,false
748,38003900,false
749,39000100,false
750,36996600,false
751,33997800,false
752,35994800,false
753,35994800,false
754,35994800,false
755,37999200,false
756,38998000,false
757,36996800,false
758,38998000,false
759,37993300,false
760,37002000,false
761,38000700,false
762,34999700,false
763,37001700,false
764,37999500,false
765,37001700,false
766,37004600,false
767,39006900,false
768,37004600,false
769,38009100,false
770,35996100,false
771,36999700,false
772,35001800,false
773,33001000,false
774,36005000,false
775,35004900,false
776,36999300,false
777,35004900,false
778,36002300,false
779,37996700,false
780,37002400,false
781,35001600,false
782,36004700,false
783,37005400,false
784,37005400,false
785,36004700,false
786,39000700,false
787,33998800,false
788,34995600,false
789,35997800,false
790,35997600,false
791,33999600,false
792,33000900,false
793,34999800,false
794,38000000,false
795,34001100,false
796,37005400,false
797,35005500,false
798,35005500,false
799,36004200,false
800,39000100,false
801,36001800,false
802,33995200,false
803,36001800,false
804,36001800,false
805,34002200,false
806,35994700,false
807,31001200,false
808,31999700,false
809,38000900,false
810,34000900,false
811,39994600,false
812,37001100,false
813,36002100,false
814,38004100,false
815,36001100,false
816,38002300,false
817,36002100,false
818,38002000,false
819,34997800,false
820,35004000,false
821,36989400,false
822,35999300,false
823,36004200,false
824,36004200,false
825,35000100,false
826,35999700,false
827,35004100,false
828,32990300,false
829,35004700,false
830,35004700,false
831,36002200,false
832,37002700,false
833,38000900,false
834,35987100,false
835,34996800,false
836,35987100,false
837,36985900,false
838,34992700,false
839,34992700,false
840,33996400,false
841,35000200,false
842,35000200,false
843,35993800,false
844,34999600,false
845,37999900,false
846,36003400,false
847,36999900,false
848,34999900,false
849,33999400,false
850,35004300,false
851,37001000,false
852,35004300,false
853,36004800,false
854,36998100,false
855,34997900,false
856,33999100,false
857,35001700,false
858,35001700,false
859,33997800,false
860,32992700,false
861,34997600,false
862,33995600,false
863,37004400,false
864,36999000,false
865,36001500,false
866,36001500,false
867,34994100,false
868,34001400,false
869,33995800,false
870,32998400,false
871,34999000,false
872,34995300,false
873,37998600,false
874,35998500,false
875,36999300,false
876,37992000,false
877,35996100,false
878,32999400,false
879,34996600,false
880,37998400,false
881,35002700,false
882,37001000,false
883,35997900,false
884,38003600,false
885,36005300,false
886,35003300,false
887,37999100,false
888,35001700,false
889,37003900,false
890,36001900,false
891,34994900,false
892,34994900,false
893,37004700,false
894,36000300,false
895,37004700,false
896,36000300,false
897,36000200,false
898,40004700,false
899,35997700,false
900,35997700,false
901,35997700,false
902,35997700,false
903,35998900,false
904,35002500,false
905,33996500,false
906,36003400,false
907,36003400,false
908,34000300,false
909,34000300,false
910,34000300,false
911,44997200,false
912,32000100,false
913,35000500,false
914,33997500,false
915,31998900,false
916,32997400,false
917,31997900,false
918,30996400,false
919,29996200,false
920,30993800,false
921,30993800,false
922,29994200,false
923,28993100,false
924,32999700,false
925,29998800,false
926,29001300,false
927,29001300,false
928,28003100,false
929,29000700,false
930,29000700,false
931,27000800,false
932,27000800,false
933,28001000,false
934,29002100,false
935,29002100,false
936,28001000,false
937,27994900,false
938,26998400,false
939,27994900,false
940,27994900,false
941,26998400,false
942,26998400,false
943,26994700,false
944,26001400,false
945,26994700,false
946,26994700,false
947,26994700,false
948,27002400,false
949,27002400,false
950,25999800,false
951,25999800,false
952,25000000,false
953,22998600,false
954,24997100,false
955,24997100,false
956,23998600,false
957,23998600,false
958,23998600,false
959,23001000,false
960,23998700,false
961,23998700,false
962,20997400,false
963,22999200,false
964,21998400,false
965,20997400,false
966,22998200,false
967,20995900,false
968,20995900,false
969,20995900,false
970,20995900,false
971,19993300,false
972,20995300,false
973,20995300,false
974,19996700,false
975,19996700,false
976,18999100,false
977,20996100,false
978,20996100,false
979,18993100,false
980,19998500,false
981,18993100,false
982,18993100,false
983,18999900,false
984,18999900,false
985,18004400,false
986,17997900,false
987,19002200,false
988,19002200,false
989,17997900,false
990,16000400,false
991,16998800,false
992,16998800,false
993,16998800,false
994,15998600,false
995,15000100,false
996,15000600,false
997,15998200,false
998,4998300,false
999,2994300,false
1000,9004400,false
1001,9004400,false
1002,9004400,false
1003,10005900,false
1004,10005900,false
1005,10005900,false
1006,12008300,false
1007,13004400,false
1008,17846900,false
1009,18373600,false
1010,18373600,false
1011,17370200,false
1012,20371100,false
1013,20371100,false
1014,20371100,false
1015,20371100,false
1016,21370200,false
1017,21370200,false
1018,21370200,false
1019,21370200,false
1020,21370200,false
1021,22368200,false
1022,24899600,false
1023,24899600,false
1024,27227800,false
1025,27740900,false
1026,28746000,false
1027,31972700,false
1028,31972700,false
1029,32493300,false
1030,33041900,false
1031,33133600,false
1032,33777500,false
1033,34433000,false
1034,34957800,false
1035,34504100,false
1036,36900800,false
1037,37440400,false
1038,37965000,false
1039,38567200,false
1040,38567200,false
1041,39105400,false
1042,39105400,false
1043,39676300,false
1044,40325400,false
1045,40325400,false
1046,39857100,false
1047,40426800,false
1048,41430200,false
1049,40991400,false
1050,41541600,false
1051,43997500,false
1052,43997500,false
1053,44606000,false
1054,43602600,false
1055,45780400,false
1056,44777000,false
1057,45335200,false
1058,45335200,false
1059,46317300,false
1060,47865700,false
1061,46862300,false
1062,48406200,false
1063,48406200,false
1064,47967800,false
1065,48520600,false
1066,49095900,false
1067,49095900,false
1068,49639200,false
1069,50311200,false
1070,50853300,false
1071,51856700,false
1072,51411600,false
1073,51940400,false
1074,52479600,false
1075,53099400,false
1076,53099400,false
1077,53653600,false
1078,55184700,false
1079,54181300,false
1080,54724500,false
1081,56334300,false
1082,55330900,false
1083,56930000,false
1084,57529900,false
1085,58053300,false
1086,58120600,false
1087,58628900,false
1088,59899000,false
1089,58895600,false
1090,59417300,false
1091,60420700,false
1092,60179700,false
1093,43339900,false
1094,51707600,false
1095,60710100,false
1096,44858000,false
1097,53700500,false
1098,61701500,false
1099,53707900,false
1100,54698900,false
1101,44333700,false
1102,47334800,false
1103,64705000,false
1104,45335200,false
1105,45335200,false
1106,42814600,false
1107,47335100,false
1108,46337100,false
1109,49335800,false
1110,47338700,false
1111,52332000,false
1112,50339100,false
1113,71703000,false
1114,63702000,false
1115,63702000,false
1116,60702300,false
1117,73703000,false
1118,54335300,false
1119,62698100,false
1120,74706400,false
1121,73703000,false
1122,55335800,false
1123,50807300,false
1124,49480000,false
1125,48966900,false
1126,47255200,false
1127,47775800,false
1128,47775800,false
1129,50140300,false
1130,48795300,false
1131,48887000,false
1132,47495900,false
1133,48151400,false
1134,47560300,false
1135,47010600,false
1136,46086700,false
1137,47150900,false
1138,48374200,false
1139,48945100,false
1140,48945100,false
1141,49483300,false
1142,49483300,false
1143,50610100,false
1144,47190000,false
1145,47725100,false
1146,46620300,false
1147,47619000,false
1148,48723800,false
1149,48057100,false
1150,48927100,false
1151,50988100,false
1152,50064600,false
1153,49623300,false
1154,48973500,false
1155,50412500,false
1156,50970700,false
1157,53754600,false
1158,51413500,false
1159,50431400,false
1160,51885100,false
1161,51885100,false
1162,51344600,false
1163,51344600,false
1164,51225700,false
1165,51778500,false
1166,50650400,false
1167,50650400,false
1168,51108500,false
1169,50436500,false
1170,49894400,false
1171,50899000,false
1172,50340700,false
1173,49272700,false
1174,50807400,false
1175,49648400,false
1176,50093600,false
1177,50647800,false
1178,49565900,false
1179,50574300,false
1180,50031100,false
1181,48829000,false
1182,49424700,false
1183,50423800,false
1184,49228200,false
1185,49636300,false
1186,49703600,false
1187,47336200,false
1188,47857900,false
1189,48858000,false
1190,47043500,false
1191,49336600,false
1192,48574200,false
1193,48043800,false
1194,48043800,false
1195,48045100,false
1196,48045100,false
1197,49048500,false
1198,48039600,false
1199,47048600,false
1200,47048600,false
1201,46045000,false
1202,54126700,false
1203,47047200,false
1204,46050200,false
1205,47044100,false
1206,46035300,false
1207,44042600,false
1208,45044200,false
1209,46044800,false
1210,45043200,false
1211,45049300,false
1212,44045600,false
1213,41048500,false
1214,44043900,false
1215,45048200,false
1216,43048200,false
1217,43048200,false
1218,43048200,false
1219,42047300,false
1220,43048200,false
1221,45050000,false
1222,47050000,false
1223,43048600,false
1224,46049700,false
1225,44049500,false
1226,41012300,false
1227,41012300,false
1228,41012300,false
1229,37701900,false
1230,42005100,false
1231,40822100,false
1232,40232900,false
1233,41823700,false
1234,39700900,false
1235,42825700,false
1236,42236500,false
1237,37710400,false
1238,43832000,false
1239,38709100,false
1240,38709100,false
1241,38709100,false
1242,39700300,false
1243,39700300,false
1244,39700300,false
1245,38701600,false
1246,41701400,false
1247,41701400,false
1248,39700000,false
1249,36218800,false
1250,37220200,false
1251,41704100,false
1252,37697900,false
1253,37006100,false
1254,37006100,false
1255,35008900,false
1256,36005000,false
1257,35004000,false
1258,36006000,false
1259,36006000,false
1260,34007300,false
1261,36000900,false
1262,36000900,false
1263,36000900,false
1264,34000600,false
1265,35002000,false
1266,36003200,false
1267,37001000,false
1268,37001000,false
1269,36999800,false
1270,36999800,false
1271,36995100,false
1272,36002600,false
1273,37997500,false
1274,38000300,false
1275,38000300,false
1276,38995800,false
1277,37008500,false
1278,38016900,false
1279,39003500,false
1280,37995100,false
1281,37995100,false
1282,38992900,false
1283,39992100,false
1284,41995300,false
1285,40996500,false
1286,40996500,false
1287,41995300,false
1288,39996400,false
1289,41997600,false
1290,40996100,false
1291,42995100,false
1292,41994800,false
1293,42993100,false
1294,43011900,false
1295,44004600,false
1296,44004000,false
1297,43000600,false
1298,43000600,false
1299,44001500,false
1300,44001500,false
1301,41001500,false
1302,44996200,false
1303,45001900,false
1304,43997100,false
1305,46002500,false
1306,43997100,false
1307,46002500,false
1308,45001900,false
1309,46001300,false
1310,48002800,false
1311,48996700,false
1312,48996700,false
1313,49998900,false
1314,43997700,false
1315,44997500,false
1316,44997500,false
1317,45996400,false
1318,43994600,false
1319,43994600,false
1320,44994000,false
1321,48995500,false
1322,45995300,false
1323,45995300,false
1324,43989600,false
1325,43989600,false
1326,45993700,false
1327,44989300,false
1328,45993700,false
1329,42999100,false
1330,45003500,false
1331,45003500,false
1332,43004500,false
1333,42994600,false
1334,42994600,false
1335,43996600,false
1336,41988300,false
1337,40989600,false
1338,42990500,false
1339,41000600,false
1340,46000400,false
1341,42993600,false
1342,42993600,false
1343,42002400,false
1344,42002400,false
1345,41002000,false
1346,41002000,false
1347,43003100,false
1348,42001600,false
1349,41000200,false
1350,42001600,false
1351,39993500,false
1352,39993500,false
1353,41997300,false
1354,40990600,false
1355,39994500,false
1356,38992500,false
1357,39994300,false
1358,39994300,false
1359,41992400,false
1360,40996300,false
1361,39000500,false
1362,38002900,false
1363,38002900,false
1364,39003100,false
1365,41002100,false
1366,41002100,false
1367,40001000,false
1368,42000000,false
1369,38000900,false
1370,40998800,false
1371,36998500,false
1372,36998500,false
1373,42000000,false
1374,36000200,false
1375,36999400,false
1376,37999600,false
1377,36983600,false
1378,36983600,false
1379,36995100,false
1380,36995100,false
1381,31995800,false
1382,32998600,false
1383,32998600,false
1384,32998600,false
1385,39000600,false
1386,36006000,false
1387,35001600,false
1388,39998100,false
1389,34997700,false
1390,33999000,false
1391,31989200,false
1392,35002500,false
1393,36001200,false
1394,33005700,false
1395,33005700,false
1396,35009300,false
1397,34005600,false
1398,34997700,false
1399,33995900,false
1400,33995900,false
1401,27998500,false
1402,30001400,false
1403,34001900,false
1404,32001700,false
1405,28002100,false
1406,33998500,false
1407,30998400,false
1408,33998500,false
1409,31001300,false
1410,33000000,false
1411,30001900,false
1412,30001900,false
1413,32005000,false
1414,35999900,false
1415,36999700,false
1416,35001000,false
1417,31002800,false
1418,35005300,false
1419,34005600,false
1420,34005600,false
1421,34999700,false
1422,30996600,false
1423,35000700,false
1424,34008600,false
1425,33006400,false
1426,36007700,false
1427,35994000,false
1428,41999700,false
1429,36004000,false
1430,40002200,false
1431,44001200,false
1432,36000000,false
1433,37002200,false
1434,37994300,false
1435,36000100,false
1436,36000100,false
1437,46001300,false
1438,34997000,false
1439,39001300,false
1440,34997000,false
1441,35020700,false
1442,36017800,false
1443,37017400,false
1444,34998200,false
1445,36000000,false
1446,36000000,false
1447,37001400,false
1448,35999600,false
1449,38999700,false
1450,41000000,false
1451,40998200,false
1452,34998300,false
1453,40999900,false
1454,51001100,false
1455,44002000,false
1456,38001200,false
1457,39001000,false
1458,41999500,false
1459,39001000,false
1460,49005200,false
1461,37001800,false
1462,36998200,false
1463,54997900,false
1464,37999900,false
1465,57999800,false
1466,37999900,false
1467,35002400,false
1468,36999400,false
1469,40999200,false
1470,34998300,false
1471,32001900,false
1472,33001300,false
1473,41000700,false
1474,38003200,false
1475,37000400,false
1476,35995300,false
1477,39999200,false
1478,39999200,false
1479,41998600,false
1480,32994300,false
1481,43002300,false
1482,33999400,false
1483,43001600,false
1484,41003300,false
1485,44998700,false
1486,35995400,false
1487,36998900,false
1488,38000000,false
1489,41999800,false
1490,41999800,false
1491,46000100,false
1492,40999300,false
1493,48000500,false
1494,47002600,false
1495,36994600,false
1496,31000500,false
1497,37993100,false
1498,33999100,false
1499,36993200,false
1500,34004400,false
1501,35002400,false
1502,36001200,false
1503,39002600,false
1504,39002600,false
1505,36999700,false
1506,35003300,false
1507,40996000,false
1508,33997500,false
1509,36000600,false
1510,37002400,false
1511,34002300,false
1512,35998900,false
1513,34002300,false
1514,33998200,false
1515,35001900,false
1516,35001600,false
1517,41997800,false
1518,38998200,false
1519,37000400,false
1520,36995500,false
1521,36995500,false
1522,40314700,false
1523,42316000,false
1524,53315000,false
1525,43310100,false
1526,41308000,false
1527,41308000,false
1528,40314700,false
1529,41006400,false
1530,43452700,false
1531,43452700,false
1532,44454600,false
1533,45452800,false
1534,45452800,false
1535,49459900,false
1536,47460800,false
1537,47460800,false
1538,50461000,false
1539,48460700,false
1540,49440000,false
1541,49440000,false
1542,49878200,false
1543,49426000,false
1544,49080400,false
1545,49080400,false
1546,50865800,false
1547,48863200,false
1548,52865900,false
1549,49921600,false
1550,49921600,false
1551,49921600,false
1552,50922900,false
1553,49921600,false
1554,49921600,false
1555,50922900,false
1556,51921800,false
1557,48919400,false
1558,49921600,false
1559,49921600,false
1560,47460000,false
1561,47460000,false
1562,48968700,false
1563,48984500,false
1564,49978800,false
1565,48503100,false
1566,58501400,false
1567,50299500,false
1568,55457200,false
1569,55457200,false
1570,55457200,false
1571,56456600,false
1572,58458000,false
1573,56456600,false
1574,56456600,false
1575,54459300,false
1576,54459300,false
1577,55457200,false
1578,58461100,false
1579,58354600,false
1580,58816300,false
1581,58816300,false
1582,59814800,false
1583,60818500,false
1584,59814800,false
1585,58816300,false
1586,58377900,false
1587,60420900,false
1588,60420900,false
1589,61422700,false
1590,64851800,false
1591,65613100,false
1592,64610600,false
1593,64610600,false
1594,65176700,false
1595,64178200,false
1596,64732700,false
1597,64732700,false
1598,62270000,false
1599,62791900,false
1600,61789700,false
1601,65786100,false
1602,66787500,false
1603,65790200,false
1604,70315700,false
1605,69317200,false
1606,73316300,false
1607,70315700,false
1608,67317700,false
1609,68316800,false
1610,67311600,false
1611,67311600,false
1612,74313100,false
1613,67311600,false
1614,66312000,false
1615,66312000,false
1616,65321700,false
1617,62316700,false
1618,64316700,false
1619,70854300,false
1620,67861400,false
1621,66858300,false
1622,62545800,false
1623,64752500,false
1624,66948200,false
1625,67517900,false
1626,66410700,false
1627,68635700,false
1628,62803500,false
1629,69575100,false
1630,70155700,false
1631,64574700,false
1632,65124400,false
1633,65124400,false
1634,65660700,false
1635,52838500,false
1636,58905400,false
1637,52955700,false
1638,55271600,false
1639,55271600,false
1640,56031900,false
1641,52187700,false
1642,56136600,false
1643,62665400,false
1644,60260300,false
1645,57731500,false
1646,63501900,false
1647,58539900,false
1648,58539900,false
1649,65618600,false
1650,68618600,false
1651,59172000,false
1652,61319000,false
1653,61319000,false
1654,65715600,false
1655,62398200,false
1656,2243300,false
1657,67974000,false
