sql requestN, sql Time [ns],sql Failed
285,62763100,false
286,48191700,false
287,46188600,false
288,52260500,false
289,55011000,false
290,57654500,false
291,62063000,false
292,58180900,false
293,61407700,false
294,60335900,false
295,65769700,false
296,41192000,false
297,64594800,false
298,67763000,false
299,59012100,false
300,63333300,false
301,58787600,false
302,64850500,false
303,62103200,false
304,72543200,false
305,54022100,false
306,42023600,false
307,49268700,false
308,54796800,false
309,44792100,false
310,44349100,false
311,43351100,false
312,38881000,false
313,28583200,false
314,51399000,false
315,51399000,false
316,50915200,false
317,55928000,false
318,32395700,false
319,33847500,false
320,46238400,false
321,49318500,false
322,33898100,false
323,63017000,false
324,31665400,false
325,55555100,false
326,39562800,false
327,56100300,false
328,63102200,false
329,45650100,false
330,53176300,false
331,45733600,false
332,42262100,false
333,43263200,false
334,39136800,false
335,51260500,false
336,55254600,false
337,53264500,false
338,58249200,false
339,59244400,false
340,60250300,false
341,55263700,false
342,58253400,false
343,41022800,false
344,53261900,false
345,61245500,false
346,64251600,false
347,60254300,false
348,55259900,false
349,57254500,false
350,56255000,false
351,64254700,false
352,42925100,false
353,44497900,false
354,74256300,false
355,73263900,false
356,55259900,false
357,61260600,false
358,60254600,false
359,45379400,false
360,67252900,false
361,66251300,false
362,59253300,false
363,64261200,false
364,51136800,false
365,56266200,false
366,45950700,false
367,41866000,false
368,43822000,false
369,43941300,false
370,43366300,false
371,41107500,false
372,57261000,false
373,46885300,false
374,51494700,false
375,40061100,false
376,40061100,false
377,42059000,false
378,42063000,false
379,42052100,false
380,41061700,false
381,43062200,false
382,44057000,false
383,43062200,false
384,41071900,false
385,42070700,false
386,40066600,false
387,43064500,false
388,38064600,false
389,43064500,false
390,44054900,false
391,41065700,false
392,39072400,false
393,43068700,false
394,39053900,false
395,40063400,false
396,48064600,false
397,43059400,false
398,43064500,false
399,49061700,false
400,48058100,false
401,50062300,false
402,46064900,false
403,41986200,false
404,40860100,false
405,51062200,false
406,42469600,false
407,45241200,false
408,42334200,false
409,43913700,false
410,44380100,false
411,44914600,false
412,45380100,false
413,56059300,false
414,42157600,false
415,43786900,false
416,45292800,false
417,40997100,false
418,44935600,false
419,46810100,false
420,44151000,false
421,46234400,false
422,51463600,false
423,53238100,false
424,50331100,false
425,50853900,false
426,45522100,false
427,44997100,false
428,47073900,false
429,44002300,false
430,48698200,false
431,49234600,false
432,44002300,false
433,49696600,false
434,45994000,false
435,52022100,false
436,46997300,false
437,42009900,false
438,45005100,false
439,42009900,false
440,37007200,false
441,54604700,false
442,49999000,false
443,43004100,false
444,39005200,false
445,44999400,false
446,47004300,false
447,46004200,false
448,48999400,false
449,44001500,false
450,44999400,false
451,42001200,false
452,48002600,false
453,36998100,false
454,52996500,false
455,41003700,false
456,41997000,false
457,48003500,false
458,45003500,false
459,44000500,false
460,56000200,false
461,45003500,false
462,47596500,false
463,57597000,false
464,48599500,false
465,52597400,false
466,55787100,false
467,45787500,false
468,46312000,false
469,46312000,false
470,54840200,false
471,49925300,false
472,45926600,false
473,53507300,false
474,49508400,false
475,53507300,false
476,38036100,false
477,41046900,false
478,34570000,false
479,53569800,false
480,42096200,false
481,44099000,false
482,42238100,false
483,44318800,false
484,39852300,false
485,46382500,false
486,49382400,false
487,45373500,false
488,48919600,false
489,46925600,false
490,46925600,false
491,44922800,false
492,42015700,false
493,47535100,false
494,46541300,false
495,45533500,false
496,48544100,false
497,37065900,false
498,39178500,false
499,41180900,false
500,42254900,false
501,39251900,false
502,37249500,false
503,38783000,false
504,40308100,false
505,36308800,false
506,38836500,false
507,36367100,false
508,33466200,false
509,36460800,false
510,37460800,false
511,39462600,false
512,38461700,false
513,38461700,false
514,34005100,false
515,34998700,false
516,35536700,false
517,35536700,false
518,34543100,false
519,36058400,false
520,34092800,false
521,33618900,false
522,34147500,false
523,33147700,false
524,32730600,false
525,39733400,false
526,37723500,false
527,37723500,false
528,42735700,false
529,38730800,false
530,45733400,false
531,45733400,false
532,47733800,false
533,37732500,false
534,44735000,false
535,38730800,false
536,39724900,false
537,46727500,false
538,39729200,false
539,24416500,false
540,50728000,false
541,47719700,false
542,47719700,false
543,49729600,false
544,43725400,false
545,39723400,false
546,33798600,false
547,43725400,false
548,36127400,false
549,28186200,false
550,45726500,false
551,42729100,false
552,46731100,false
553,46731100,false
554,45732800,false
555,56730400,false
556,46727500,false
557,48726000,false
558,48726000,false
559,38681900,false
560,42129700,false
561,45725700,false
562,39224500,false
563,57728900,false
564,48727800,false
565,73809500,false
566,69721400,false
567,59873600,false
568,58801700,false
569,57710200,false
570,55470700,false
571,82726400,false
572,66125400,false
573,66125400,false
574,62621200,false
575,60337700,false
576,63670500,false
577,58176100,false
578,70479700,false
579,74355100,false
580,76548900,false
581,72763200,false
582,80856300,false
583,71534400,false
584,77071600,false
585,75016500,false
586,77131900,false
587,78205900,false
588,78319700,false
589,80462900,false
590,86548600,false
591,87164400,false
592,80412600,false
593,84015600,false
594,89653400,false
595,84731800,false
596,94625000,false
597,101299000,false
598,97076400,false
599,98080000,false
600,97542000,false
601,97993200,false
602,99619600,false
603,99619600,false
604,96936700,false
605,98542700,false
606,96936700,false
607,106702800,false
608,99619600,false
609,97465300,false
610,107836600,false
611,113296500,false
612,109512800,false
613,104541200,false
614,98021000,false
615,98542700,false
616,106159700,false
617,111154600,false
618,99619600,false
619,106159700,false
620,82358700,false
621,84359800,false
622,108776300,false
623,77358900,false
624,79359200,false
625,108245500,false
626,109832500,false
627,106623400,false
628,94356000,false
629,78357500,false
630,79359200,false
631,80356300,false
632,90359100,false
633,86358600,false
634,86358600,false
635,98346600,false
636,98346600,false
637,93352000,false
638,96349900,false
639,98346600,false
640,93352000,false
641,93352000,false
642,88351400,false
643,103348200,false
644,98346600,false
645,93352000,false
646,97352500,false
647,104346800,false
648,93352000,false
649,86351100,false
650,93352000,false
651,87349700,false
652,90346300,false
653,98346600,false
654,102346100,false
655,96354900,false
656,95348900,false
657,96346400,false
658,93349800,false
659,69354100,false
660,69365000,false
661,105350500,false
662,112352100,false
663,107350500,false
664,72357900,false
665,71365000,false
666,72357900,false
667,72357900,false
668,72357900,false
669,76352200,false
670,105349200,false
671,61699700,false
672,79357800,false
673,104355200,false
674,78364900,false
675,85275900,false
676,79357800,false
677,106350100,false
678,78364900,false
679,57696600,false
680,68222900,false
681,58696700,false
682,71221000,false
683,71221000,false
684,71221000,false
685,71221000,false
686,60694700,false
687,70698300,false
688,61691500,false
689,61691500,false
690,59408500,false
691,35994700,false
692,36994800,false
693,37995500,false
694,36994800,false
695,48992300,false
696,39999400,false
697,37995100,false
698,64691300,false
699,58881600,false
700,61883000,false
701,39996200,false
702,39996200,false
703,54884000,false
704,39996200,false
705,40996200,false
706,56884600,false
707,41996800,false
708,41996800,false
709,57884400,false
710,43995600,false
711,43995600,false
712,43995600,false
713,51524400,false
714,38829600,false
715,39347500,false
716,57156600,false
717,40680400,false
718,46679500,false
719,55671700,false
720,46679500,false
721,55671700,false
722,53672900,false
723,55671700,false
724,41676900,false
725,55671700,false
726,55671700,false
727,47678300,false
728,47678300,false
729,63674300,false
730,63674300,false
731,48676700,false
732,48676700,false
733,55670100,false
734,50686200,false
735,57679600,false
736,50686200,false
737,50686200,false
738,57679600,false
739,50686200,false
740,50686200,false
741,44686100,false
742,51680100,false
743,51680100,false
744,61679700,false
745,52687500,false
746,64684100,false
747,71687900,false
748,52689000,false
749,71687900,false
750,67678900,false
751,74682700,false
752,50679400,false
753,52679400,false
754,54686900,false
755,71670500,false
756,53674400,false
757,66683200,false
758,47686600,false
759,46688400,false
760,71679100,false
761,80671300,false
762,55675300,false
763,51680300,false
764,49677000,false
765,59927900,false
766,59927900,false
767,67462300,false
768,71004900,false
769,59000000,false
770,52001100,false
771,70992400,false
772,59997600,false
773,52995700,false
774,60994400,false
775,61995400,false
776,60995300,false
777,56993900,false
778,55999800,false
779,72002800,false
780,77000900,false
781,73006600,false
782,70998900,false
783,68000800,false
784,66996900,false
785,64997200,false
786,63002700,false
787,66005000,false
788,69004800,false
789,68001600,false
790,66000500,false
791,67998900,false
792,75992000,false
793,92995900,false
794,73994000,false
795,101988100,false
796,75000500,false
797,66002800,false
798,53842500,false
799,66999400,false
800,78995200,false
801,56169400,false
802,80990900,false
803,82996100,false
804,52317400,false
805,68469100,false
806,80995900,false
807,98993100,false
808,96993100,false
809,96993100,false
810,85998300,false
811,90997800,false
812,90997800,false
813,83995400,false
814,91991800,false
815,94990500,false
816,64321500,false
817,65320300,false
818,66319200,false
819,72318300,false
820,62312500,false
821,67323000,false
822,67323000,false
823,64312200,false
824,64312200,false
825,65310400,false
826,68318900,false
827,46321500,false
828,71318700,false
829,48317400,false
830,70310300,false
831,75322500,false
832,71315800,false
833,74323700,false
834,67311300,false
835,70315700,false
836,68301500,false
837,53304800,false
838,58317400,false
839,66313900,false
840,85653100,false
841,78319100,false
842,48992400,false
843,78320800,false
844,82316400,false
845,82316400,false
846,70318600,false
847,74310000,false
848,60316200,false
849,54070200,false
850,59316500,false
851,84316100,false
852,81313600,false
853,84321500,false
854,82313100,false
855,112000500,false
856,81319200,false
857,81310600,false
858,74314800,false
859,59063200,false
860,88315400,false
861,73319500,false
862,77311100,false
863,65317900,false
864,74318700,false
865,58995100,false
866,58002500,false
867,77311800,false
868,57000700,false
869,83302900,false
870,64531700,false
871,45998900,false
872,61001600,false
873,62996000,false
874,61001600,false
875,59003800,false
876,60001900,false
877,47993600,false
878,55991200,false
879,57994600,false
880,48993200,false
881,58996200,false
882,52994900,false
883,49999700,false
884,56995400,false
885,56995400,false
886,51002200,false
887,58991100,false
888,55992400,false
889,52000000,false
890,57000200,false
891,50998200,false
892,61000200,false
893,60003000,false
894,55004700,false
895,62008000,false
896,70007400,false
897,58004600,false
898,48005700,false
899,53009000,false
900,57007800,false
901,56001300,false
902,44006700,false
903,43996500,false
904,37999400,false
905,45001100,false
906,40003800,false
907,43002500,false
908,45001100,false
909,45001100,false
910,35001500,false
911,39997300,false
912,47999600,false
913,37994600,false
914,47998700,false
915,48997300,false
916,40016400,false
917,43014300,false
918,49011400,false
919,48017400,false
920,44013200,false
921,43014300,false
922,41995500,false
923,42991400,false
924,34991900,false
925,33990700,false
926,36998500,false
927,37000500,false
928,35995000,false
929,32998000,false
930,32998000,false
931,36004100,false
932,37995500,false
933,37003300,false
934,33999200,false
935,37993500,false
936,40002800,false
937,40002800,false
938,32003600,false
939,24002900,false
940,37003800,false
941,39997000,false
942,33662500,false
943,36215100,false
944,27211900,false
945,33739800,false
946,21734900,false
947,39279500,false
948,40788500,false
949,34823700,false
950,41346400,false
951,29855400,false
952,37902400,false
953,44419200,false
954,37424100,false
955,29966200,false
956,33493200,false
957,41511600,false
958,35030300,false
959,46097700,false
960,33104000,false
961,47623800,false
962,33127900,false
963,44186200,false
964,26710500,false
965,26710500,false
966,39259000,false
967,37255900,false
968,35794500,false
969,28786400,false
970,22356100,false
971,29935400,false
972,29972100,false
973,31025400,false
974,30031000,false
975,48570200,false
976,41094600,false
977,37651400,false
978,40651300,false
979,48649200,false
980,47187300,false
981,42187200,false
982,44713600,false
983,40712800,false
984,41234300,false
985,38358400,false
986,34351900,false
987,34880800,false
988,23887800,false
989,29416900,false
990,48938700,false
991,27982400,false
992,34981300,false
993,14251900,false
994,10431100,false
995,9868200,false
996,9335000,false
997,8777500,false
998,7728900,false
999,7352300,false
1000,25497900,false
1001,29399700,false
1002,29399700,false
1003,30464500,false
1004,30464500,false
1005,30464500,false
1006,30464500,false
1007,30549800,false
1008,31597700,false
1009,30603100,false
1010,31140300,false
1011,32187700,false
1012,32187700,false
1013,32195000,false
1014,32715000,false
1015,33268800,false
1016,32748800,false
1017,33275100,false
1018,33795100,false
1019,33271500,false
1020,34856900,false
1021,34856900,false
1022,34683300,false
1023,36364200,false
1024,35844200,false
1025,36364200,false
1026,36364200,false
1027,36366500,false
1028,36366500,false
1029,36886500,false
1030,36886500,false
1031,37368100,false
1032,37368100,false
1033,37888100,false
1034,38376000,false
1035,38896000,false
1036,39895300,false
1037,39895300,false
1038,39375300,false
1039,39895300,false
1040,39375300,false
1041,39895300,false
1042,39375300,false
1043,40373400,false
1044,40373400,false
1045,40373400,false
1046,40373400,false
1047,52968400,false
1048,52968400,false
1049,52448400,false
1050,52968400,false
1051,51911200,false
1052,51911200,false
1053,51911200,false
1054,52968400,false
1055,51911200,false
1056,52448400,false
1057,52448400,false
1058,52448400,false
1059,53973300,false
1060,53973300,false
1061,55445700,false
1062,56967000,false
1063,56447000,false
1064,56447000,false
1065,57971400,false
1066,57451400,false
1067,58971700,false
1068,44491700,false
1069,57914500,false
1070,58451700,false
1071,59974100,false
1072,58916900,false
1073,60967900,false
1074,60447900,false
1075,61447300,false
1076,60910100,false
1077,61447300,false
1078,61447300,false
1079,66451200,false
1080,65914000,false
1081,66971200,false
1082,54018700,false
1083,67449900,false
1084,67449900,false
1085,68969600,false
1086,68449600,false
1087,69445900,false
1088,72893700,false
1089,73436500,false
1090,72899300,false
1091,74476000,false
1092,38536300,false
1093,74902900,false
1094,75434600,false
1095,76827300,false
1096,76827300,false
1097,77370000,false
1098,77892900,false
1099,39047100,false
1100,41223900,false
1101,46451200,false
1102,49781400,false
1103,49781400,false
1104,44442600,false
1105,45088800,false
1106,48706500,false
1107,50841000,false
1108,46687900,false
1109,44222400,false
1110,59172900,false
1111,53566500,false
1112,51955500,false
1113,50547300,false
1114,51847700,false
1115,33776700,false
1116,30775800,false
1117,56886800,false
1118,17787200,false
1119,61673800,false
1120,63317200,false
1121,57380800,false
1122,93225000,false
1123,63145300,false
1124,55332200,false
1125,65783200,false
1126,62879000,false
1127,66528200,false
1128,61355100,false
1129,59347900,false
1130,65492000,false
1131,66025600,false
1132,62934200,false
1133,68687800,false
1134,65491200,false
1135,62203900,false
1136,62242100,false
1137,71421100,false
1138,73708300,false
1139,64240800,false
1140,64240800,false
1141,53169200,false
1142,105629900,false
1143,75673100,false
1144,68249500,false
1145,73949900,false
1146,65244200,false
1147,53169200,false
1148,66242300,false
1149,53169200,false
1150,54166400,false
1151,66241400,false
1152,66241400,false
1153,54166400,false
1154,55172400,false
1155,55172400,false
1156,55172400,false
1157,55172400,false
1158,50164600,false
1159,56167900,false
1160,50164600,false
1161,49172300,false
1162,52168800,false
1163,48172900,false
1164,54176300,false
1165,51169200,false
1166,51170200,false
1167,51170200,false
1168,53163400,false
1169,59164200,false
1170,54165800,false
1171,37714600,false
1172,55166100,false
1173,57171800,false
1174,39658100,false
1175,47162900,false
1176,40720400,false
1177,47162900,false
1178,40177600,false
1179,56163500,false
1180,62166800,false
1181,47165300,false
1182,46168600,false
1183,48164600,false
1184,49163300,false
1185,41718800,false
1186,50175200,false
1187,66165500,false
1188,67170400,false
1189,51169200,false
1190,59175200,false
1191,84256000,false
1192,64175500,false
1193,53165800,false
1194,44788100,false
1195,47184400,false
1196,45791700,false
1197,45249000,false
1198,43333200,false
1199,45421800,false
1200,41567400,false
1201,44895900,false
1202,43106900,false
1203,47722700,false
1204,45163400,false
1205,41911900,false
1206,48196300,false
1207,43391300,false
1208,48896000,false
1209,42391800,false
1210,51160200,false
1211,54023500,false
1212,47384900,false
1213,48464700,false
1214,41391800,false
1215,39393100,false
1216,40391100,false
1217,42390200,false
1218,45391500,false
1219,44391500,false
1220,44391500,false
1221,38313300,false
1222,41378500,false
1223,38890800,false
1224,38313300,false
1225,44389000,false
1226,38890800,false
1227,38795000,false
1228,39899900,false
1229,55025400,false
1230,42917500,false
1231,41806800,false
1232,41585100,false
1233,50493600,false
1234,43416500,false
1235,44543700,false
1236,35646100,false
1237,34696400,false
1238,35700300,false
1239,39852600,false
1240,44384900,false
1241,40384700,false
1242,42386200,false
1243,41373000,false
1244,43373400,false
1245,48372100,false
1246,48372100,false
1247,37373000,false
1248,44367400,false
1249,45373400,false
1250,45373400,false
1251,46370600,false
1252,46370600,false
1253,42368000,false
1254,45373400,false
1255,46370600,false
1256,39370700,false
1257,39370700,false
1258,46370600,false
1259,46370600,false
1260,46376600,false
1261,40373900,false
1262,40373900,false
1263,46371200,false
1264,24379000,false
1265,32372700,false
1266,42379300,false
1267,48378200,false
1268,31370300,false
1269,49372700,false
1270,38370200,false
1271,36373600,false
1272,25373500,false
1273,37366500,false
1274,33372100,false
1275,43373200,false
1276,26372200,false
1277,45373600,false
1278,48364400,false
1279,33367500,false
1280,41366900,false
1281,29373900,false
1282,36373800,false
1283,49371900,false
1284,49371900,false
1285,48375300,false
1286,49371900,false
1287,48375300,false
1288,48375300,false
1289,57369500,false
1290,34365200,false
1291,42364600,false
1292,43368300,false
1293,36368400,false
1294,54371400,false
1295,60375500,false
1296,49376400,false
1297,49375200,false
1298,52378500,false
1299,40378100,false
1300,53374800,false
1301,57379100,false
1302,55368500,false
1303,60376100,false
1304,65372800,false
1305,56371900,false
1306,35379600,false
1307,26003000,false
1308,51369700,false
1309,39366100,false
1310,46375500,false
1311,56372000,false
1312,41377000,false
1313,33988000,false
1314,57371300,false
1315,45375700,false
1316,45375700,false
1317,38825900,false
1318,44373500,false
1319,46372300,false
1320,44373500,false
1321,48371400,false
1322,60370300,false
1323,40272100,false
1324,47374100,false
1325,45364900,false
1326,60365000,false
1327,63371400,false
1328,51370700,false
1329,58368100,false
1330,34996400,false
1331,37135200,false
1332,50099900,false
1333,63985400,false
1334,59891300,false
1335,41292200,false
1336,40878800,false
1337,41400100,false
1338,52957300,false
1339,46487600,false
1340,52483900,false
1341,47055400,false
1342,44053700,false
1343,53689000,false
1344,55890700,false
1345,55890700,false
1346,49889900,false
1347,55890700,false
1348,62934500,false
1349,45418400,false
1350,65093400,false
1351,64400300,false
1352,59418200,false
1353,60420500,false
1354,56414200,false
1355,63413700,false
1356,78790100,false
1357,78781700,false
1358,55415400,false
1359,66425200,false
1360,66425200,false
1361,53423700,false
1362,73400300,false
1363,75086000,false
1364,62408100,false
1365,82790600,false
1366,68416400,false
1367,61415700,false
1368,67408700,false
1369,65415500,false
1370,72415000,false
1371,72415000,false
1372,67408700,false
1373,61416100,false
1374,62414100,false
1375,60413100,false
1376,75411500,false
1377,69411200,false
1378,83138800,false
1379,85769800,false
1380,65415300,false
1381,65415300,false
1382,65415300,false
1383,63413100,false
1384,75416500,false
1385,70416800,false
1386,70416800,false
1387,77416300,false
1388,71415500,false
1389,105784500,false
1390,86137600,false
1391,72414500,false
1392,70412500,false
1393,74412900,false
1394,69414800,false
1395,79410500,false
1396,70412500,false
1397,59408300,false
1398,54418000,false
1399,60415400,false
1400,60415400,false
1401,64412700,false
1402,58415300,false
1403,64412700,false
1404,64412700,false
1405,61414800,false
1406,64412700,false
1407,64412700,false
1408,56419800,false
1409,75420200,false
1410,53420500,false
1411,53420500,false
1412,80418300,false
1413,47419400,false
1414,61421100,false
1415,58419400,false
1416,56421000,false
1417,60419300,false
1418,57421400,false
1419,60420400,false
1420,41286100,false
1421,58413400,false
1422,60411800,false
1423,56415900,false
1424,69410400,false
1425,57417200,false
1426,62413700,false
1427,60416500,false
1428,62417100,false
1429,61420500,false
1430,34002700,false
1431,41796800,false
1432,36526400,false
1433,31996600,false
1434,33999000,false
1435,61417400,false
1436,39930100,false
1437,37526500,false
1438,41462900,false
1439,39728000,false
1440,40933100,false
1441,43020500,false
1442,37997700,false
1443,39528800,false
1444,44541000,false
1445,46123000,false
1446,43361500,false
1447,48797600,false
1448,41996100,false
1449,45363000,false
1450,69418600,false
1451,43999400,false
1452,49795600,false
1453,31999500,false
1454,44214200,false
1455,44284800,false
1456,46825200,false
1457,32785900,false
1458,37860400,false
1459,46852100,false
1460,39848800,false
1461,57855900,false
1462,24850900,false
1463,34848100,false
1464,27851100,false
1465,37852500,false
1466,34862600,false
1467,49859600,false
1468,34851700,false
1469,27851100,false
1470,49851000,false
1471,54855500,false
1472,49854200,false
1473,38855400,false
1474,56853000,false
1475,55854900,false
1476,42851800,false
1477,41850800,false
1478,56856500,false
1479,40849000,false
1480,32853400,false
1481,37852700,false
1482,53856600,false
1483,53856600,false
1484,57852000,false
1485,54853200,false
1486,47848300,false
1487,48847700,false
1488,39845600,false
1489,24635000,false
1490,71853400,false
1491,46844600,false
1492,40846900,false
1493,49852600,false
1494,54850900,false
1495,46851300,false
1496,60851200,false
1497,60851200,false
1498,46850100,false
1499,45850000,false
1500,52844400,false
1501,44847000,false
1502,40848600,false
1503,52847800,false
1504,73851500,false
1505,75853000,false
1506,76842200,false
1507,75853000,false
1508,58851500,false
1509,78853000,false
1510,69855300,false
1511,17001900,false
1512,52851000,false
1513,47851300,false
1514,55849400,false
1515,59847100,false
1516,62851300,false
1517,47853500,false
1518,47853500,false
1519,60847300,false
1520,93375900,false
1521,74849100,false
1522,73850100,false
1523,49848700,false
1524,55849400,false
1525,74856100,false
1526,57851500,false
1527,70855000,false
1528,70855000,false
1529,77850100,false
1530,65848500,false
1531,71853900,false
1532,80862200,false
1533,62861400,false
1534,80862200,false
1535,67859500,false
1536,62858800,false
1537,87853400,false
1538,62854700,false
1539,59852300,false
1540,69853700,false
1541,67849700,false
1542,66855200,false
1543,74848900,false
1544,80853200,false
1545,33999500,false
1546,64850300,false
1547,66851600,false
1548,70848300,false
1549,48024900,false
1550,37996400,false
1551,86851000,false
1552,48556000,false
1553,37996400,false
1554,46066400,false
1555,58850100,false
1556,83849500,false
1557,80850700,false
1558,37996400,false
1559,65844500,false
1560,60846800,false
1561,92850300,false
1562,79851000,false
1563,43000600,false
1564,35014300,false
1565,44014500,false
1566,38013600,false
1567,33014600,false
1568,42013500,false
1569,42013500,false
1570,30017000,false
1571,40016600,false
1572,37014200,false
1573,30017000,false
1574,33014600,false
1575,40016600,false
1576,37014200,false
1577,41007000,false
1578,29012400,false
1579,31018300,false
1580,37014200,false
1581,34011200,false
1582,28017000,false
1583,34011200,false
1584,38002800,false
1585,31005600,false
1586,32006900,false
1587,37001200,false
1588,32006900,false
1589,41005200,false
1590,37001200,false
1591,40007800,false
1592,31006600,false
1593,27011800,false
1594,43989000,false
1595,29998600,false
1596,28998900,false
1597,34999700,false
1598,37996300,false
1599,29998600,false
1600,29000100,false
1601,29000100,false
1602,26998700,false
1603,25999200,false
1604,25999200,false
1605,31015000,false
1606,27005500,false
1607,25008100,false
1608,28007700,false
1609,25008100,false
1610,28007700,false
1611,25008100,false
1612,29009900,false
1613,31007000,false
1614,26009100,false
1615,26999300,false
1616,28997300,false
1617,29000500,false
1618,29000500,false
1619,34013000,false
1620,31015400,false
1621,30018200,false
1622,32017200,false
1623,25014100,false
1624,33014400,false
1625,26012000,false
1626,26012000,false
1627,31007100,false
1628,25008400,false
1629,35005700,false
1630,31007500,false
1631,28996500,false
1632,26000000,false
1633,31988800,false
1634,32998400,false
1635,29994200,false
1636,31999500,false
1637,35000900,false
1638,37997400,false
1639,42998400,false
1640,42998400,false
1641,46006300,false
1642,37012900,false
1643,38004200,false
1644,44004400,false
1645,36986200,false
1646,43004300,false
1647,34992000,false
1648,36986200,false
1649,35997600,false
1650,43004300,false
1651,34992000,false
1652,36986200,false
1653,37993600,false
1654,37993600,false
1655,38985200,false
1656,44004600,false
1657,38985200,false
1658,32997800,false
