Scylla requestN, Scylla Time [ns],Scylla Failed
1095,49644600,false
1096,50642300,false
1097,51644400,false
1098,49644600,false
1099,51331900,false
1100,51331900,false
1101,52334000,false
1102,52691800,false
1103,44743300,false
1104,53743200,false
1105,54455700,false
1106,45455800,false
1107,44980000,false
1108,44980000,false
1109,45977600,false
1110,45977600,false
1111,47980600,false
1112,44976900,false
1113,45979600,false
1114,47585200,false
1115,46580500,false
1116,47579100,false
1117,47579100,false
1118,46580500,false
1119,45584000,false
1120,47585100,false
1121,46585700,false
1122,45595700,false
1123,44590800,false
1124,45579400,false
1125,45579400,false
1126,45588200,false
1127,45588200,false
1128,45588200,false
1129,45583600,false
1130,46587500,false
1131,44581700,false
1132,46586000,false
1133,45584100,false
1134,44587900,false
1135,45588600,false
1136,46584800,false
1137,46584800,false
1138,45577900,false
1139,45577900,false
1140,46585300,false
1141,45592400,false
1142,44592000,false
1143,44592500,false
1144,43590800,false
1145,44592500,false
1146,45586200,false
1147,44584500,false
1148,43581800,false
1149,42580200,false
1150,44581600,false
1151,42580500,false
1152,43582000,false
1153,44581500,false
1154,42585800,false
1155,43585500,false
1156,46582100,false
1157,44579300,false
1158,45585900,false
1159,45579000,false
1160,44583700,false
1161,45583200,false
1162,45583200,false
1163,44584400,false
1164,45585600,false
1165,44581200,false
1166,44581200,false
1167,45579900,false
1168,44584400,false
1169,43581600,false
1170,44584400,false
1171,44584800,false
1172,44584800,false
1173,43583300,false
1174,42585500,false
1175,42583600,false
1176,42583600,false
1177,43581600,false
1178,43581600,false
1179,42587200,false
1180,42587200,false
1181,36584700,false
1182,34939500,false
1183,37585700,false
1184,34939500,false
1185,38581300,false
1186,38581300,false
1187,33939300,false
1188,34937000,false
1189,39582900,false
1190,39582900,false
1191,39582900,false
1192,40581600,false
1193,40581600,false
1194,34841500,false
1195,41582300,false
1196,35133200,false
1197,36897100,false
1198,38942200,false
1199,37944500,false
1200,38253300,false
1201,39940600,false
1202,38253300,false
1203,38783200,false
1204,35607100,false
1205,35607100,false
1206,36604400,false
1207,36604400,false
1208,40249500,false
1209,39846600,false
1210,36612000,false
1211,35609300,false
1212,35003200,false
1213,34006200,false
1214,40133600,false
1215,35002800,false
1216,35002800,false
1217,35002800,false
1218,39606800,false
1219,35002700,false
1220,35002700,false
1221,33992400,false
1222,34987100,false
1223,36999400,false
1224,35000500,false
1225,34001100,false
1226,35000500,false
1227,34999100,false
1228,34999100,false
1229,33999800,false
1230,35006700,false
1231,35006700,false
1232,34004300,false
1233,34004300,false
1234,34997200,false
1235,33996500,false
1236,34001800,false
1237,34998000,false
1238,34001800,false
1239,32994400,false
1240,33995200,false
1241,35002600,false
1242,32996600,false
1243,33002600,false
1244,34994900,false
1245,33996300,false
1246,34002100,false
1247,34002100,false
1248,33002300,false
1249,35995900,false
1250,34002400,false
1251,32001200,false
1252,33999200,false
1253,33999200,false
1254,36000500,false
1255,35001700,false
1256,32001600,false
1257,32001600,false
1258,32004600,false
1259,33004300,false
1260,31005100,false
1261,33006400,false
1262,32006900,false
1263,32006900,false
1264,32001700,false
1265,32001700,false
1266,32001700,false
1267,31999600,false
1268,33003700,false
1269,33003700,false
1270,32000500,false
1271,32000500,false
1272,34003700,false
1273,33000500,false
1274,32004400,false
1275,34002200,false
1276,33006100,false
1277,34000200,false
1278,35000900,false
1279,33997900,false
1280,33997900,false
1281,34002800,false
1282,34002800,false
1283,35003800,false
1284,34999200,false
1285,34003600,false
1286,34003600,false
1287,33999800,false
1288,35001400,false
1289,31994900,false
1290,32999100,false
1291,32999100,false
1292,33999800,false
1293,36003900,false
1294,30005700,false
1295,37005500,false
1296,32001900,false
1297,29997700,false
1298,37002200,false
1299,33000200,false
1300,34996300,false
1301,32001700,false
1302,29995900,false
1303,35003500,false
1304,34004600,false
1305,34004600,false
1306,29996200,false
1307,38003300,false
1308,37004900,false
1309,40008200,false
1310,38003300,false
1311,36001400,false
1312,27992900,false
1313,33995600,false
1314,32002100,false
1315,34001300,false
1316,35000800,false
1317,31999600,false
1318,33001300,false
1319,37998600,false
1320,32003300,false
1321,37007400,false
1322,32001300,false
1323,36002900,false
1324,39000100,false
1325,34004300,false
1326,35002300,false
1327,35001000,false
1328,33994100,false
1329,36997400,false
1330,41994700,false
1331,39998600,false
1332,40002200,false
1333,35007700,false
1334,34006200,false
1335,33999000,false
1336,34999800,false
1337,34999800,false
1338,36994200,false
1339,36999200,false
1340,35997700,false
1341,36002500,false
