mongo requestN, mongo Time [ns],mongo Failed
397,101089400,false
398,102081600,false
399,330036900,false
400,494317500,false
401,172775800,false
402,151866500,false
403,161323900,false
404,336043000,false
405,241008400,false
406,125253200,false
407,154263900,false
408,155257900,false
409,123262500,false
410,194902700,false
411,174888200,false
412,164251100,false
413,79253300,false
414,209882000,false
415,183258400,false
416,97165300,false
417,315997800,false
418,338142700,false
419,249903100,false
420,160256400,false
421,714622100,false
422,281873100,false
423,760627500,false
424,351141000,false
425,175248300,false
426,109106500,false
427,341717200,false
428,378141600,false
429,185252800,false
430,122159500,false
431,683741100,false
432,256369600,false
433,254360600,false
434,111109900,false
435,662588000,false
436,72039800,false
437,74568700,false
438,160670800,false
439,73562500,false
440,167726700,false
441,206803100,false
442,59562200,false
443,437691300,false
444,271814000,false
445,80564900,false
446,172723100,false
447,276812300,false
448,237744200,false
449,395566400,false
450,275476500,false
451,244896700,false
452,476865500,false
453,94605700,false
454,75491500,false
455,257861300,false
456,258860900,false
457,121615200,false
458,48041800,false
459,389499100,false
460,432576000,false
461,623662100,false
462,137330100,false
463,429753200,false
464,674668800,false
465,407742000,false
466,311094800,false
467,194855300,false
468,101745900,false
469,289110200,false
470,149861100,false
471,401743400,false
472,114310700,false
473,265259800,false
474,226093100,false
475,227615100,false
476,228625600,false
477,248334000,false
478,134169800,false
479,482821600,false
480,351959400,false
481,138248700,false
482,135853600,false
483,135853600,false
484,287091700,false
485,332688200,false
486,268208000,false
487,248602400,false
488,355295400,false
489,88399000,false
490,335201300,false
491,963901200,false
492,87401000,false
493,96927200,false
494,88401400,false
495,277127900,false
496,522372300,false
497,86286900,false
498,48921300,false
499,118231300,false
500,40075500,false
501,52919700,false
502,42149300,false
503,42610500,false
504,397034900,false
505,58923200,false
506,83172200,false
507,155213700,false
508,71810400,false
509,165205400,false
510,334941300,false
511,218773300,false
512,83343500,false
513,339912600,false
514,353937500,false
515,386021500,false
516,88777600,false
517,589028500,false
518,495769200,false
519,139276200,false
520,256879100,false
521,339871500,false
522,767295100,false
523,342870300,false
524,790487500,false
525,540976400,false
526,141221100,false
527,177849300,false
528,304076500,false
529,367060100,false
530,365071700,false
531,260821900,false
532,390240000,false
533,129115500,false
534,179473500,false
535,259962900,false
536,166232500,false
537,828506400,false
538,169207200,false
539,639220600,false
540,182243600,false
541,217217900,false
542,560341100,false
543,132321000,false
544,208121700,false
545,214055000,false
546,218608800,false
547,246349400,false
548,178245500,false
549,210070600,false
550,238173400,false
551,24954200,false
552,98965400,false
553,103960800,false
554,152159300,false
555,125960100,false
556,220264900,false
557,305436400,false
558,44002000,false
559,766173700,false
560,49936600,false
561,121951300,false
562,496024000,false
563,226263400,false
564,187275700,false
565,313357700,false
566,181259100,false
567,1228968800,false
568,124951800,false
569,193260100,false
570,89940900,false
571,352480200,false
572,719935800,false
573,275787800,false
574,575293100,false
575,787183100,false
576,545195900,false
577,55997100,false
578,318420200,false
579,147972300,false
580,251261700,false
581,22010900,false
582,33000900,false
583,571208800,false
584,36002300,false
585,36997100,false
586,625293600,false
587,220288500,false
588,174983700,false
589,39000000,false
590,210303500,false
591,401281100,false
592,58368700,false
593,280159500,false
594,57415600,false
595,183399600,false
596,661660800,false
597,374799200,false
598,45364200,false
599,117374500,false
600,724451800,false
601,354212700,false
602,46904200,false
603,396347200,false
604,441367400,false
605,92902200,false
606,87895700,false
607,42456800,false
608,366080300,false
609,116893100,false
610,236861900,false
611,79431600,false
612,123437800,false
613,385380600,false
614,99433200,false
615,679194100,false
616,138988500,false
617,904985800,false
618,494462800,false
619,374343800,false
620,180077900,false
621,415886300,false
622,177077700,false
623,193068100,false
624,487503500,false
625,759363400,false
626,483781100,false
627,321027500,false
628,153064900,false
629,361230000,false
630,93174700,false
631,125686900,false
632,186070800,false
633,226067100,false
634,381337100,false
635,241071400,false
636,194074900,false
637,107175200,false
638,423322700,false
639,108160800,false
640,194072200,false
641,462154300,false
642,553555300,false
643,210068800,false
644,282959000,false
645,478418100,false
646,467090000,false
647,477336300,false
648,476196100,false
649,479158600,false
650,159259000,false
651,175141400,false
652,190149800,false
653,479694000,false
654,442028200,false
655,178763100,false
656,174416100,false
657,984965300,false
658,848067900,false
659,144625900,false
660,878070200,false
661,158415100,false
662,396943300,false
663,753995900,false
664,829079100,false
665,748987700,false
666,134882700,false
667,220783600,false
668,38708100,false
669,39704000,false
670,46696600,false
671,39704000,false
672,37713500,false
673,368735700,false
674,42703100,false
675,47707600,false
676,31773600,false
677,38713000,false
678,50713800,false
679,31623700,false
680,54715300,false
681,430593600,false
682,52972300,false
683,197708000,false
684,52204200,false
685,229568500,false
686,91908200,false
687,184059600,false
688,75957800,false
689,186071500,false
690,17999300,false
691,19017900,false
692,438952400,false
693,75190900,false
694,100197200,false
695,131964300,false
696,164995700,false
697,123390200,false
698,521320800,false
699,479110900,false
700,375164700,false
701,166081900,false
702,179090500,false
703,177090400,false
704,179078900,false
705,132388500,false
706,232713700,false
707,227702900,false
708,208077400,false
709,67615400,false
710,71609900,false
711,192005300,false
712,192007900,false
713,425788700,false
714,119795100,false
715,718133200,false
716,399771800,false
717,251266700,false
718,144359200,false
719,376964400,false
720,253265900,false
721,69164500,false
722,75176400,false
723,200560500,false
724,256275600,false
725,353442500,false
726,333898900,false
727,267267300,false
728,638609000,false
729,305356100,false
730,398540800,false
731,166370600,false
732,242328400,false
733,211551900,false
734,148349800,false
735,225550000,false
736,418338000,false
737,92187000,false
738,252185900,false
739,238574400,false
740,501345900,false
741,322361100,false
742,46586200,false
743,49568300,false
744,616544900,false
745,483574300,false
746,775750300,false
747,1001602900,false
748,264802000,false
749,393778700,false
750,138608200,false
751,87543700,false
752,56993800,false
753,58517900,false
754,60072600,false
755,90403400,false
756,331108800,false
757,61848700,false
758,62845800,false
759,62845800,false
760,100403000,false
761,526191700,false
762,57840200,false
763,121402800,false
764,100842100,false
765,331018600,false
766,29993500,false
767,95839400,false
768,34850200,false
769,36009100,false
770,284197400,false
771,59407600,false
772,23999000,false
773,339388800,false
774,357017000,false
775,125839600,false
776,48990700,false
777,81605300,false
778,38016900,false
779,243208900,false
780,352405600,false
781,754354500,false
782,90600800,false
783,74863200,false
784,357407000,false
785,15011600,false
786,28988800,false
787,86770700,false
788,18990100,false
789,7000400,false
790,29001200,false
791,668196500,false
792,176850100,false
793,276106100,false
794,272017500,false
795,159834800,false
796,205403400,false
797,178848900,false
798,207408600,false
799,514753000,false
800,48006100,false
801,117004500,false
802,54996600,false
803,699135500,false
804,157600300,false
805,21999600,false
806,290013600,false
807,81010200,false
808,829356800,false
809,217836700,false
810,44993700,false
811,438399000,false
812,596814600,false
813,440911400,false
814,902624300,false
815,231046600,false
816,93184200,false
817,53184600,false
818,421942100,false
819,99194900,false
820,672374300,false
821,645349700,false
822,451591200,false
823,240036700,false
824,218016600,false
825,55182300,false
826,344398900,false
827,21193600,false
828,20682700,false
829,37199200,false
830,17003800,false
831,35195800,false
832,20003100,false
833,257031600,false
834,15000000,false
835,619463000,false
836,490601800,false
837,475591700,false
838,259031200,false
839,140202500,false
840,338224000,false
841,137190300,false
842,24016900,false
843,534304400,false
844,310599900,false
845,25011400,false
846,276055500,false
847,47022300,false
848,26013400,false
849,918653900,false
850,595948400,false
851,219192700,false
852,489579200,false
853,321596200,false
854,60997800,false
855,61993900,false
856,41995900,false
857,26989800,false
858,517596400,false
859,62996000,false
860,979622000,false
861,536601800,false
862,51993700,false
863,1022240600,false
864,449397200,false
865,24986800,false
866,330593700,false
867,474621200,false
868,185199600,false
869,81988700,false
870,285024400,false
871,7996300,false
872,56998900,false
873,137205600,false
874,20000900,false
875,85997900,false
876,484398300,false
877,22004400,false
878,147204600,false
879,23016500,false
880,206196400,false
881,325028900,false
882,22993200,false
883,58982900,false
884,38000800,false
885,68971400,false
886,37997600,false
887,515406400,false
888,49998000,false
889,53999400,false
890,49994600,false
891,57002000,false
892,99998800,false
893,40976500,false
894,148184100,false
895,58000000,false
896,85980400,false
897,71006900,false
898,781386200,false
899,351029400,false
900,23025100,false
901,43000800,false
902,19002500,false
903,139003800,false
904,28994700,false
905,30007200,false
906,53986300,false
907,182188600,false
908,75245200,false
909,11232400,false
910,148897900,false
911,55469700,false
912,185208500,false
913,29189700,false
914,617600300,false
915,32148900,false
916,23437200,false
917,671508400,false
918,24572700,false
919,132423800,false
920,575377200,false
921,41959100,false
922,32976900,false
923,32721000,false
924,86969100,false
925,181976700,false
926,33727300,false
927,37978900,false
928,157977600,false
929,45983800,false
930,106977800,false
931,137968800,false
932,69993500,false
933,21831900,false
934,201979900,false
935,19759800,false
936,17212100,false
937,20000700,false
938,32958200,false
939,21002700,false
940,21002700,false
941,19998600,false
942,26012900,false
943,13991000,false
944,27007000,false
945,27994500,false
946,22006800,false
947,11003900,false
948,684335300,false
949,10001000,false
950,24001800,false
951,8999000,false
952,232167500,false
953,46062300,false
954,110516200,false
955,19382100,false
956,13385600,false
957,368556600,false
958,159363600,false
959,15392800,false
960,27380000,false
961,158367600,false
962,297564400,false
963,212354000,false
964,678952200,false
965,156363200,false
966,14002500,false
967,160362100,false
968,12998900,false
969,114369700,false
970,480396000,false
971,56380600,false
972,38385800,false
973,24998100,false
974,76918700,false
975,10995600,false
976,21001000,false
977,8001700,false
978,210353800,false
979,5010900,false
980,18004700,false
981,22990500,false
982,8018100,false
983,7005600,false
984,11009200,false
985,6000400,false
986,49841500,false
987,4994800,false
988,4001000,false
989,3999500,false
990,5003400,false
991,67390600,false
992,5999100,false
993,102384400,false
994,476161900,false
995,2004400,false
996,2992900,false
997,2000600,false
998,3006600,false
999,42986700,false
1000,9636600,false
1001,14640300,false
1002,15640900,false
1003,18639600,false
1004,19171300,false
1005,29059900,false
1006,34304000,false
1007,34773800,false
1008,35865600,false
1009,35865600,false
1010,35865600,false
1011,70431800,false
1012,72081200,false
1013,73170000,false
1014,92786500,false
1015,79596900,false
1016,101765600,false
1017,104773300,false
1018,91125000,false
1019,106764800,false
1020,106764800,false
1021,107774800,false
1022,89135200,false
1023,108780900,false
1024,108780900,false
1025,108780900,false
1026,109763600,false
1027,109763600,false
1028,109763600,false
1029,110768300,false
1030,110768300,false
1031,114787700,false
1032,119771500,false
1033,120764800,false
1034,121765800,false
1035,122931900,false
1036,113815600,false
1037,123452200,false
1038,126453000,false
1039,127448500,false
1040,57016700,false
1041,127448500,false
1042,128452700,false
1043,128452700,false
1044,168098500,false
1045,65339000,false
1046,123379100,false
1047,198721400,false
1048,199274200,false
1049,215624600,false
1050,88176100,false
1051,88172900,false
1052,21165300,false
1053,89178700,false
1054,110857400,false
1055,194273100,false
1056,108398400,false
1057,66752900,false
1058,128552400,false
1059,130568500,false
1060,252255500,false
1061,17953200,false
1062,252804600,false
1063,253807800,false
1064,253807800,false
1065,253807800,false
1066,39181900,false
1067,254806500,false
1068,156030300,false
1069,267800700,false
1070,268801600,false
1071,38662900,false
1072,17991000,false
1073,308806300,false
1074,326795500,false
1075,327801900,false
1076,111176300,false
1077,205344300,false
1078,295499700,false
1079,80994400,false
1080,70000200,false
1081,340810400,false
1082,219044600,false
1083,236041200,false
1084,342806000,false
1085,343803700,false
1086,348796900,false
1087,30007800,false
1088,326030700,false
1089,251040900,false
1090,146175200,false
1091,363793500,false
1092,262027900,false
1093,381123800,false
1094,54331300,false
1095,38329500,false
1096,42295700,false
1097,293329100,false
1098,20984000,false
1099,403117200,false
1100,23979900,false
1101,291333700,false
1102,23988200,false
1103,152298100,false
1104,51787800,false
1105,236172500,false
1106,435888700,false
1107,435888700,false
1108,88089200,false
1109,437891000,false
1110,437891000,false
1111,438890000,false
1112,78085500,false
1113,202561000,false
1114,78804200,false
1115,487906800,false
1116,364454600,false
1117,488912300,false
1118,488912300,false
1119,235104500,false
1120,489906200,false
1121,274281600,false
1122,490890800,false
1123,132086500,false
1124,490890800,false
1125,85771100,false
1126,56998600,false
1127,494890900,false
1128,494890900,false
1129,403101700,false
1130,242080400,false
1131,169087500,false
1132,497890200,false
1133,138084900,false
1134,505895600,false
1135,177098800,false
1136,238653600,false
1137,69095000,false
1138,508580500,false
1139,28301400,false
1140,514210200,false
1141,442044400,false
1142,116092400,false
1143,392758800,false
1144,86320300,false
1145,88320700,false
1146,88826100,false
1147,274510100,false
1148,419120600,false
1149,37976500,false
1150,38058100,false
1151,44483000,false
1152,24341100,false
1153,40204800,false
1154,349011400,false
1155,56924500,false
1156,548817000,false
1157,66928600,false
1158,557819400,false
1159,557819400,false
1160,564480600,false
1161,44825400,false
1162,565032700,false
1163,161460700,false
1164,77226900,false
1165,58682700,false
1166,75776900,false
1167,582751900,false
1168,43364500,false
1169,475972900,false
1170,181637700,false
1171,19267100,false
1172,26937000,false
1173,19186300,false
1174,33208200,false
1175,52412000,false
1176,601804500,false
1177,75087400,false
1178,17641400,false
1179,36957000,false
1180,385635700,false
1181,388117600,false
1182,625979300,false
1183,635972100,false
1184,147084300,false
1185,91869500,false
1186,624332500,false
1187,45569700,false
1188,613102400,false
1189,49172400,false
1190,112179900,false
1191,177753700,false
1192,187514500,false
1193,220090700,false
1194,725986300,false
1195,55987000,false
1196,309695800,false
1197,260867400,false
1198,98893500,false
1199,727002500,false
1200,762868100,false
1201,400083000,false
1202,37890200,false
1203,653108200,false
1204,141893800,false
1205,326971800,false
1206,71894700,false
1207,241648200,false
1208,19275900,false
1209,181101400,false
1210,359736400,false
1211,660092500,false
1212,40884900,false
1213,170761500,false
1214,410064200,false
1215,275967500,false
1216,276971600,false
1217,775861000,false
1218,667096900,false
1219,215847500,false
1220,261918100,false
1221,249314300,false
1222,23008900,false
1223,291290400,false
1224,640759600,false
1225,50999300,false
1226,51994300,false
1227,816857100,false
1228,563051000,false
1229,599225300,false
1230,56996100,false
1231,57990400,false
1232,184899000,false
1233,832884700,false
1234,60019200,false
1235,62002000,false
1236,72005200,false
1237,253071900,false
1238,855895100,false
1239,530073700,false
1240,759094500,false
1241,275118400,false
1242,367975300,false
1243,27996300,false
1244,55025400,false
1245,307214500,false
1246,99021300,false
1247,751950400,false
1248,113998900,false
1249,61018300,false
1250,40008700,false
1251,72019700,false
1252,657627200,false
1253,311000600,false
1254,416975200,false
1255,185879800,false
1256,148988200,false
1257,79980000,false
1258,356043000,false
1259,913862400,false
1260,913862400,false
1261,387562600,false
1262,520776600,false
1263,563079500,false
1264,612068900,false
1265,363116600,false
1266,89001600,false
1267,947865700,false
1268,323883900,false
1269,52000200,false
1270,449656100,false
1271,51000500,false
1272,475950600,false
1273,197991700,false
1274,975871000,false
1275,211994500,false
1276,393115400,false
1277,668056800,false
1278,196979900,false
1279,636056500,false
1280,229993400,false
1281,330895800,false
1282,35667200,false
1283,85231600,false
1284,37221300,false
1285,147207800,false
1286,55209500,false
1287,716666700,false
1288,434508100,false
1289,276579900,false
1290,860821200,false
1291,442480500,false
1292,440475700,false
1293,813657400,false
1294,816654600,false
1295,327595600,false
1296,973681900,false
1297,278588500,false
1298,21006100,false
1299,971007700,false
1300,22999600,false
1301,313590900,false
1302,233584700,false
1303,239570200,false
1304,295591400,false
1305,350592800,false
1306,199570300,false
1307,1004685800,false
1308,606241000,false
1309,629569700,false
1310,352601400,false
1311,176595900,false
1312,147592900,false
1313,543709000,false
1314,638549300,false
1315,581638100,false
1316,223578600,false
1317,871675400,false
1318,51000000,false
1319,177592200,false
1320,177588900,false
1321,247578200,false
1322,31005900,false
1323,61993500,false
1324,129002100,false
1325,391596600,false
1326,209350200,false
1327,778684300,false
1328,630357400,false
1329,233062800,false
1330,256725000,false
1331,101116700,false
1332,138107600,false
1333,188640500,false
1334,909318800,false
1335,607140800,false
1336,281254700,false
1337,450253200,false
1338,408254600,false
1339,300249700,false
1340,120667000,false
1341,551147900,false
1342,245026400,false
1343,904304600,false
1344,152659900,false
1345,39655900,false
1346,373242100,false
1347,55675800,false
1348,121665300,false
1349,154663800,false
1350,277249000,false
1351,697094900,false
1352,108681400,false
1353,498272600,false
1354,19016700,false
1355,17998500,false
1356,20005300,false
1357,18989600,false
1358,36014600,false
1359,212664500,false
1360,44008800,false
1361,821210000,false
1362,79018400,false
1363,123153800,false
1364,1336203800,false
1365,121144000,false
1366,422399000,false
1367,88133000,false
1368,457402400,false
1369,551406400,false
1370,119144900,false
1371,90857900,false
1372,132863900,false
1373,522112000,false
1374,577113300,false
1375,227525000,false
1376,492107800,false
1377,162403000,false
1378,597654100,false
1379,148408000,false
1380,305059000,false
1381,1417515600,false
1382,443640900,false
1383,546643000,false
1384,267054600,false
1385,54248300,false
1386,893608400,false
1387,310058000,false
1388,438429300,false
1389,55521400,false
1390,98797300,false
1391,211419100,false
1392,154396400,false
1393,487659800,false
1394,348074100,false
1395,243934700,false
1396,214415000,false
1397,245949100,false
1398,354075600,false
1399,476451000,false
1400,1057646700,false
1401,53021900,false
1402,276953100,false
1403,598645900,false
1404,74013900,false
1405,582672800,false
1406,115419700,false
1407,92432000,false
1408,579322800,false
1409,1011976900,false
1410,156923800,false
1411,413743400,false
1412,282088400,false
1413,9025300,false
1414,987446200,false
1415,47228700,false
1416,62229900,false
1417,13551000,false
1418,173484200,false
1419,122049200,false
1420,331445300,false
1421,830795500,false
1422,171048800,false
1423,85038600,false
1424,501109900,false
1425,315444100,false
1426,68609800,false
1427,212307900,false
1428,161056200,false
1429,505114700,false
1430,604698600,false
1431,658682100,false
1432,1585560800,false
1433,321442100,false
1434,186577600,false
1435,823700500,false
1436,343452200,false
1437,1149675500,false
1438,337444800,false
1439,492108100,false
1440,107042800,false
1441,23006100,false
1442,496116100,false
1443,566091600,false
1444,40008900,false
1445,45008100,false
1446,776365500,false
1447,54698800,false
1448,870946600,false
1449,1151332700,false
1450,56813500,false
1451,74004900,false
1452,120846200,false
1453,163042600,false
1454,423031300,false
1455,534122000,false
1456,24311400,false
1457,194045500,false
1458,64021500,false
1459,196829800,false
1460,257408500,false
1461,159738300,false
1462,107346500,false
1463,63343100,false
1464,29318600,false
1465,224385700,false
1466,109334700,false
1467,273411600,false
1468,729063300,false
1469,70345200,false
1470,47364000,false
1471,19021600,false
1472,304398800,false
1473,1718910000,false
1474,1229003800,false
1475,129339200,false
1476,59336200,false
1477,97339700,false
1478,481810300,false
1479,186172600,false
1480,242376200,false
1481,20018200,false
1482,88368000,false
1483,29040700,false
1484,347923600,false
1485,166345500,false
1486,543460500,false
1487,16991400,false
1488,664462000,false
1489,341396300,false
1490,118675900,false
1491,169343900,false
1492,42997000,false
1493,635455500,false
1494,173337200,false
1495,649454800,false
1496,663474500,false
1497,363409500,false
1498,98548300,false
1499,20563100,false
1500,42571700,false
1501,49573000,false
1502,45158400,false
1503,21580600,false
1504,143144000,false
1505,704599000,false
1506,920193600,false
1507,574945700,false
1508,173460700,false
1509,328636700,false
1510,376658100,false
1511,177147100,false
1512,540865600,false
1513,151198900,false
1514,80060400,false
1515,947273800,false
1516,1142271000,false
1517,325558900,false
1518,525160300,false
1519,1136270600,false
1520,246206500,false
1521,299760300,false
1522,410942100,false
1523,1082235300,false
1524,368569300,false
1525,271209500,false
1526,419368900,false
1527,161639700,false
1528,387576500,false
1529,36122300,false
1530,1057393400,false
1531,265856200,false
1532,139281900,false
1533,512355900,false
1534,1134124700,false
1535,273086400,false
1536,411425000,false
1537,409431500,false
1538,302055700,false
1539,749864300,false
1540,68849100,false
1541,47847400,false
1542,164580500,false
1543,330282500,false
1544,65516600,false
1545,1150760700,false
1546,596118200,false
1547,33675600,false
1548,275748300,false
1549,784519800,false
1550,443094200,false
1551,663397700,false
1552,324747200,false
1553,37999500,false
1554,264727900,false
1555,566128500,false
1556,390072100,false
1557,42988900,false
1558,19998100,false
1559,68994300,false
1560,118544200,false
1561,38980300,false
1562,76979800,false
1563,1187327700,false
1564,510622600,false
1565,139776400,false
1566,314972300,false
1567,70797600,false
1568,248315000,false
1569,67684700,false
1570,331282700,false
1571,820146200,false
1572,152455800,false
1573,115611600,false
1574,106584700,false
1575,35746300,false
1576,817118500,false
1577,148259700,false
1578,161743400,false
1579,58277200,false
1580,1630849000,false
1581,102059300,false
1582,415804000,false
1583,124058900,false
1584,677197300,false
1585,266589700,false
1586,457800300,false
1587,265570200,false
1588,208571400,false
1589,492795900,false
1590,702164900,false
1591,99080200,false
1592,43475500,false
1593,18001300,false
1594,10025800,false
1595,218402400,false
1596,199746800,false
1597,670538900,false
1598,775216100,false
1599,280581000,false
1600,1073263700,false
1601,100528000,false
1602,24010100,false
1603,53808800,false
1604,100896600,false
1605,175514300,false
1606,35456500,false
1607,39450900,false
1608,20637100,false
1609,134943500,false
1610,564001700,false
1611,800390400,false
1612,110651600,false
1613,617674500,false
1614,88467900,false
1615,137926400,false
1616,84467900,false
1617,433098900,false
1618,357042900,false
1619,29980300,false
1620,1058706800,false
1621,103458300,false
1622,1404310900,false
1623,77048400,false
1624,665355700,false
1625,313173500,false
1626,580263000,false
1627,207831900,false
1628,342925300,false
1629,20014300,false
1630,164434800,false
1631,949895200,false
1632,121439700,false
1633,142464000,false
1634,158436600,false
1635,674600500,false
1636,30999600,false
1637,19983600,false
1638,19002900,false
1639,806955100,false
1640,299509500,false
1641,91254500,false
1642,401063200,false
1643,602271200,false
1644,895631000,false
1645,29998800,false
1646,666214800,false
1647,65001600,false
1648,751582100,false
1649,403271700,false
1650,678240700,false
1651,445038100,false
1652,283724600,false
1653,2281401600,false
1654,49009700,false
1655,312501200,false
